的	0.02880354505169867
祺	0.027326440177252585
格	0.027326440177252585
伟	0.027326440177252585
记者	0.013293943870014771
在	0.009601181683899557
交警	0.007385524372230428
说	0.007385524372230428
警方	0.0066469719350073855
张	0.0066469719350073855
等	0.005908419497784343
被	0.005908419497784343
某	0.005908419497784343
他	0.005908419497784343
都	0.0051698670605613
和	0.0051698670605613
周	0.0051698670605613
后	0.0051698670605613
执法	0.0051698670605613
湖南	0.0051698670605613
对	0.0051698670605613
报道	0.0051698670605613
我	0.004431314623338257
媒体	0.004431314623338257
集团	0.004431314623338257
江	0.004431314623338257
中	0.004431314623338257
森	0.004431314623338257
万元	0.004431314623338257
衡阳	0.004431314623338257
网络	0.003692762186115214
曾	0.003692762186115214
采访	0.003692762186115214
网上	0.003692762186115214
全	0.003692762186115214
领导	0.003692762186115214
还	0.003692762186115214
为	0.003692762186115214
身份	0.003692762186115214
当地	0.003692762186115214
代表	0.0029542097488921715
敲诈勒索	0.0029542097488921715
现代	0.0029542097488921715
是	0.0029542097488921715
其	0.0029542097488921715
要求	0.0029542097488921715
民间	0.0029542097488921715
张家	0.0029542097488921715
省人大	0.0029542097488921715
黄花	0.0029542097488921715
也	0.0029542097488921715
一位	0.0029542097488921715
以	0.0029542097488921715
负面	0.0029542097488921715
连续	0.0029542097488921715
消费	0.0029542097488921715
官员	0.0029542097488921715
找茬	0.0029542097488921715
县里	0.0029542097488921715
帖子	0.0029542097488921715
事件	0.0029542097488921715
衡阳市	0.0022156573116691287
团伙	0.0022156573116691287
抓住	0.0022156573116691287
涉嫌	0.0022156573116691287
衡东	0.0022156573116691287
我们	0.0022156573116691287
而	0.0022156573116691287
人大代表	0.0022156573116691287
公安机关	0.0022156573116691287
以前	0.0022156573116691287
不仅	0.0022156573116691287
发帖	0.0022156573116691287
据	0.0022156573116691287
发短信	0.0022156573116691287
给	0.0022156573116691287
企业	0.0022156573116691287
参与	0.0022156573116691287
导报	0.0022156573116691287
桓	0.0022156573116691287
之争	0.0022156573116691287
3年	0.0022156573116691287
又	0.0022156573116691287
rsquo	0.0022156573116691287
查实	0.0022156573116691287
处分	0.0022156573116691287
lsquo	0.0022156573116691287
岳父	0.0022156573116691287
从	0.0022156573116691287
因此	0.0022156573116691287
自由	0.0022156573116691287
你	0.0022156573116691287
国	0.0022156573116691287
撰稿人	0.0022156573116691287
传	0.0022156573116691287
自称	0.0022156573116691287
到	0.0022156573116691287
为何	0.0022156573116691287
瑞	0.0022156573116691287
要	0.0014771048744460858
人民网	0.0014771048744460858
参加	0.0014771048744460858
人士	0.0014771048744460858
违规	0.0014771048744460858
